Time,x,y,Temp,Humi,Light,CO2,PM10,PM2.5,PM1,noise
2025-01-05 19:30:17,32.51 ,87.73 ,16.8,23,95,799,7,5,4,72.9
2025-01-05 19:32:56,25.93 ,81.67 ,16.7,22,406,801,6,4,4,71
2025-01-05 19:35:06,23.85 ,70.75 ,16.6,22,142,805,3,1,1,72.3
2025-01-05 19:37:08,22.69 ,60.45 ,16.4,22,558,804,3,3,3,72.7
2025-01-05 19:48:14,42.34 ,99.28 ,16.2,24,120,775,5,3,3,76.4
