Time,x,y,Temp,Humi,Light,CO2,PM10,PM2.5,PM1,noise
2025-01-04 19:04:14,27.35 ,85.39 ,17.1,27,374,876,40,33,24,71.6
2025-01-04 19:06:35,23.93 ,70.78 ,0,0,0,0,0,0,0,0
2025-01-04 19:08:37,22.67 ,60.45 ,17,27,545,883,45,38,26,72.8
2025-01-04 19:19:52,43.06 ,101.12 ,16.9,27,129,835,47,37,26,76.1
2025-01-04 19:22:09,46.33 ,112.77 ,16.9,27,129,832,49,39,27,74.2
2025-01-04 19:24:15,37.61 ,114.23 ,16.8,28,274,831,42,33,22,75.5
