Time,x,y,Temp,Humi,Light,CO2,PM10,PM2.5,PM1,noise
2025-01-05 16:45:39,28.88 ,92.31 ,16.7,23,683,832,11,11,7,73.3
2025-01-05 16:47:41,26.29 ,82.60 ,16.7,23,128,839,11,8,7,74.1
2025-01-05 16:49:42,23.69 ,72.98 ,16.6,22,204,840,5,4,3,72.5
2025-01-05 16:51:41,22.84 ,63.60 ,16.4,23,496,836,10,7,5,73.1
2025-01-05 16:59:01,35.59 ,73.29 ,16.2,23,65,843,11,10,6,73.8
2025-01-05 17:04:45,42.71 ,100.22 ,16.3,24,112,820,6,5,4,75.1
2025-01-05 17:07:06,46.34 ,112.80 ,16.4,24,124,816,15,11,7,75.2
