Time,x,y,Temp,Humi,Light,CO2,PM10,PM2.5,PM1,noise
2025-01-04 20:31:43,32.51 ,87.72 ,17.2,28,96,868,51,41,28,73
2025-01-04 20:34:21,25.94 ,81.67 ,17.2,27,400,882,54,43,28,72.3
2025-01-04 20:36:27,23.92 ,70.77 ,17.1,28,141,884,39,34,22,72.1
2025-01-04 20:38:28,22.69 ,60.43 ,17.1,28,560,882,45,36,24,74.4
2025-01-04 20:49:38,42.35 ,99.27 ,17,28,115,854,56,44,29,75.1
2025-01-04 20:52:00,45.97 ,111.84 ,17.1,28,130,852,47,38,26,74.4
