Time,x,y,Temp,Humi,Light,CO2,PM10,PM2.5,PM1,noise
2025-01-04 11:08:38,24.41 ,74.88 ,16.7,27,575,883,36,32,22,71.9
2025-01-04 11:10:58,18.02 ,62.21 ,16.6,26,572,880,27,27,22,73.5
2025-01-04 11:14:12,24.65 ,62.85 ,16.5,26,715,878,36,31,20,72.9
2025-01-04 11:17:21,34.15 ,60.79 ,16.3,27,266,870,39,30,21,73.9
2025-01-04 11:21:43,34.90 ,71.43 ,16.1,27,226,859,48,34,23,73.9
2025-01-04 11:28:14,46.32 ,112.75 ,16,28,390,840,43,35,26,74.8
2025-01-04 11:30:24,36.64 ,114.55 ,16.1,28,168,839,30,28,22,74.5
